length,tempo,timeSinceRelease,releaseMonth,artists,names,popularity
304106,125.177,861,1,Taylor Swift,evermore (feat. Bon Iver),68
174413,123.952,762,4,Young Stoner Life,Came and Saw (feat. Rowdy Rebel),65
139548,63.358,798,3,Savasana,Lorimor,67
165627,140.026,657,7,Manny Laurenko,Space Boy (feat. Lucki),63
136695,114.92,804,3,DESTIN CONRAD,IN THE AIR,66
264415,140.1,783,3,NF,TRUST,66
163027,79.466,651,8,Yeat,Tonka 2,65
195370,109.985,713,6,Japanese Breakfast,Be Sweet,65
139040,154.051,660,7,The Kid LAROI,FEEL SOMETHING (feat. Marshmello),66
176212,155.009,783,3,benny blanco,Graduation (with Juice WRLD),66
174521,70.012,722,5,Austin Farwell,New Home (Slowed),69
162758,87.13,748,4,Laufey,Like the Movies,68
244236,106.007,769,4,Taylor Swift,We Were Happy (Taylor’s Version) (From The Vault),67
209142,139.977,762,4,Quin Nfn,Laid Back,62
171864,134.051,630,8,Luke Combs,South On Ya,65
233453,90.02,568,10,Blessd,Medallo,77
198739,185.984,532,12,Eladio Carrion,Hola Como Vas,79
170078,127.083,532,12,Eladio Carrion,Me Gustas Natural,79
145120,94.994,517,12,Feid,FRIKI,72
171937,119.942,799,3,Goth Babe,I Wanna Help Your Mind,64
225000,192.057,713,6,Memo Boy,Brian is the Most Beautiful,67
189671,74.021,629,8,Lily Meola,Daydream,71
248372,172.26,517,12,Chief Keef,Yes Sir,64
136000,119.964,818,2,Stellar,El Dorado,68
177742,80.453,692,6,"Tyler, The Creator",SAFARI,65
213842,90.986,769,4,Surfaces,Wave of You,67
185133,140.042,860,1,Morgan Wallen,"Rednecks, Red Letters, Red Dirt",63
130774,83.987,718,5,Nature Recordings,Wake Up Rain,68
215188,142.977,717,5,TOMORROW X TOGETHER,Anti-Romantic,72
189851,79.002,524,12,YoungBoy Never Broke Again,Black Ball,63
286386,159.952,671,7,John Mayer,I Guess I Just Feel Like,70
137297,88.05,841,1,Papa Roach,Last Resort (Reloaded),66
192920,150.046,713,6,Lil Baby,2040,65
144018,115.046,624,9,Tokischa,Linda,73
204705,135.86,792,3,Lucky Daye,Good & Plenty - Remix,67
183428,93.039,714,6,Jax,Like My Father,71
146153,112.491,615,9,BoyWithUke,LoveSick,68
210005,104.89,657,7,Billie Eilish,my future,70
241194,126.001,580,10,Wilderado,Surefire,64
200940,147.019,825,2,PJ Harding,Dear August,68
214842,81.279,645,8,Ezekiel,going quietly,68
191695,148.298,619,9,STAYC,STEREOTYPE,70
194083,142.261,559,11,Kay Flock,"TCardi (feat. Dougie B, Lil Skrap 1090 & Justo B)",65
160000,101.216,741,5,Gabry Ponte,Thunder,81
144979,150.02,818,2,PlayaPhonk,Keraunos,73
159160,132.986,692,6,Doja Cat,Options (feat. JID),67
216666,144.04,846,1,DJ Scheme,Buck 50,64
126000,141.904,657,7,Hisohkah,School Rooftop (Intro) [Slowed Down Version],68
129000,70.243,580,10,Epiphonema,Raining Me Softly,68
123571,167.978,664,7,Slush Puppy,EAT SPIT! (feat. Royal & the Serpent),64
212926,95.018,542,11,VALORANT,Die For You,73
216872,96.756,617,9,Lil Maru,On The Block,62
169642,110.85,581,10,Lovejoy,"Oh Yeah, You Gonna Cry?",67
229746,85.036,860,1,Morgan Wallen,Outlaw (feat. Ben Burgess),63
188571,168.049,839,1,bbno$,help herself,67
254764,162.101,524,12,Tory Lanez,Ballad of a Badman,66
223718,157.181,692,6,"Tyler, The Creator",MASSA,65
153620,125.007,832,2,Hotel Ugly,Grandmother,66
163200,124.947,671,7,1nonly,DANCE!,67
129795,97.987,839,1,CORPSE,agoraphobic,65
195191,163.97,818,2,Nessa Barrett,la di die (feat. jxdn),68
175280,124.007,545,11,Carlos Vives,"Colombia, Mi Encanto",67
210232,124.951,657,7,Billie Eilish,Oxytocin,71
161018,82.902,783,3,Rod Wave,Gone Till November,62
267833,118.753,769,4,Taylor Swift,Forever & Always (Piano Version) (Taylor’s Version),67
227705,102.019,813,2,Drakeo the Ruler,Talk To Me,66
131968,162.071,706,6,Polo G,Toxic,64
168149,99.977,775,4,Mind’s Eye,wasted affairs,65
203036,161.989,678,7,Mitchell Tenpenny,Truth About You,64
255733,121.971,626,8,Hot Freaks,Puppy Princess,66
80483,88.606,834,2,Luci4,Dying in xxtyle 3,65
93799,160.963,666,7,EST Gee,Lick Back,63
123949,104.98,542,11,Claire Rosinkranz,don't miss me,67
150052,125.993,853,1,ATB,Your Love (9PM),79
118398,86.131,748,4,The Alchemist,Loose Change (feat. Earl Sweatshirt),65
152894,103.989,699,6,Griff,Walk,69
99877,137.368,595,9,Lucy Bennett,Brahms Lullaby,72
156250,107.494,601,9,dyl dion,pouring outside,66
148010,129.955,758,4,Wacotron,Gram And A Hoodie,64
193918,101.448,580,10,Edicion Especial,Déjenme Hacer Dinero,71
85577,142.772,715,6,KA$HDAMI,Look N The Mirror!,63
136253,115.563,608,9,Jelly Roll,Over You,62
208000,83.693,580,10,Pacific Rain,Distant Rain,68
225880,119.966,861,1,Taylor Swift,dorothea,67
195153,80.972,552,11,Money Man,LLC (feat. Moneybagg Yo),63
118750,137.666,584,10,Rain Inc,Heavy rain and thunder in Greece,68
242157,80.132,769,4,Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),67
242400,99.811,627,8,Kanye West,Believe What I Say,67
172626,145.981,860,1,Morgan Wallen,Somethin’ Country,63
177000,172.676,608,9,Gaea Antoniou,Eudaimonia,69
249428,126.061,707,6,Bo Burnham,Goodbye,65
229656,139.016,783,3,NF,THAT'S A JOKE,66
182437,109.957,818,2,Ariana Grande,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",67
238933,135.918,587,10,Cody Johnson,By Your Grace,62
226000,126.844,610,9,Thunder In Paradise,Eye Of The Storm,68
223560,111.076,692,6,Doja Cat,Naked,68
180705,170.059,783,3,Rod Wave,Changing,62
171357,74.35,587,10,Liquid Planet Recordings,Rain Meditation,68
214060,138.516,558,11,A Dreaming Machine,Lush Brown Noise,66
206000,120.057,615,9,Goth Babe,Casita,64
230964,106.002,596,9,Kali Uchis,fue mejor (feat. SZA),66
95317,171.69,713,6,PinkPantheress,Break It Off,66
197107,126.996,741,5,Carin Leon,Que Mas Puedo Pedir (Bonus Track),72
174360,96.86,664,7,Dylan Scott,New Truck,64
77401,83.342,570,10,Lucy Atkinsons,Hush Little Baby,69
258133,96.586,720,5,Phil Collins,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",71
